title,media,date,datetime,desc,link,img
Putin says no talks with Japan unless it alters stance on Ukraine,Kyodo News+ | Japan's leading news agency.,5 hours ago,2024-06-06 02:29:32.086233,Russian President Vladimir Putin says the conditions are not currently in place for his country to resume talks with Japan on a post-World War II peace...,https://english.kyodonews.net/news/2024/06/dad26cd4671c-update1-putin-says-no-talks-with-japan-unless-it-alters-stance-on-ukraine.html&ved=2ahUKEwinu-CmusaGAxV54MkDHSVIB6M4ChDF9AF6BAgCEAI&usg=AOvVaw3Ssact5nYqbBfQ7BceSqWc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:32.493673,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIAhAC&usg=AOvVaw0gGufO1AO64f5bcISXldZ3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:32.505847,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQICRAC&usg=AOvVaw15NgwTer_SLKfbOnMRyBHf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:32.518429,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQICBAC&usg=AOvVaw1PnDwSIQizuSBUCdcyOf90,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:32.530617,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIAxAC&usg=AOvVaw3hydt5zAvf3cmQcpHE9kgW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:32.542964,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIBBAC&usg=AOvVaw3kHufIv2HLNNwrfgHItCVE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:32.555200,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIBxAC&usg=AOvVaw086qCqwMsPjBpSIjmK-JbL,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:32.567153,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIBRAC&usg=AOvVaw2Kt6LxMBvOUNwW1Wp2P-N0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:32.579438,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIARAC&usg=AOvVaw2R9Yxt2w0ha1dhvCOKTNdD,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:32.591562,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIBhAC&usg=AOvVaw3Tnp4B79HZVG_SaAbdofYa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:32.605343,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwj8-oWnusaGAxV34skDHarrDi4QxfQBegQIABAC&usg=AOvVaw1Z58mAQgl3YVTVJfCle4lb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns that Russia could provide long-range weapons to others to strike Western targets,AP News,6 hours ago,2024-06-06 01:29:33.146854,President Vladimir Putin is warning that Russia could provide long-range weapons to others to strike Western targets elsewhere in the world in response to...,https://apnews.com/article/russia-putin-ukraine-e192904652221b29efdc88d0af23114e&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgFEAI&usg=AOvVaw0HIZ8UUzZycN7R0BifVwPC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin Delivers Ominous Warning to Anyone Helping Ukraine,The Daily Beast,6 hours ago,2024-06-06 01:29:33.161034,"The Russian president is considering arming other countries to strike allies of Ukraine, while boasting of his nuclear arsenal.",https://www.thedailybeast.com/putin-delivers-ominous-warning-to-anyone-helping-ukraine&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgJEAI&usg=AOvVaw0HOUM9k3WMeSVzzH6bvCGX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
French police arrest Russian-Ukrainian man on bomb-making charges,BBC,6 hours ago,2024-06-06 01:29:33.174923,Police in France have arrested a 26-year-old Russian-Ukrainian man on suspicion of trying to make explosives and planning a violent act.,https://www.bbc.com/news/articles/ce5564x3167o&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgCEAI&usg=AOvVaw2bazavwYEXYnZQsWgUnm79,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'Are You as Thick as Two Short Planks?' – Ukraine at War Update for June 6,Kyiv Post,6 hours ago,2024-06-06 01:29:33.189322,"Donbas man detained in Paris on terrorism suspicions; Putin threatens to arm countries that could strike the West, scolds reporters asking about imperialism...",https://www.kyivpost.com/post/33837&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgGEAI&usg=AOvVaw399PhykbiCNusGH_UY9WNd,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Russia-Ukraine war: List of key events, day 832",Al Jazeera,6 hours ago,2024-06-06 01:29:33.203362,"One person was killed and four injured in Russian bombardments near the town of Toretsk in the frontline eastern Donetsk region, while one more civilian was...",https://www.aljazeera.com/news/2024/6/6/russia-ukraine-war-list-of-key-events-day-832&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgAEAI&usg=AOvVaw2JnPwkppSAdq2a_zbWYsiN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France arrests Ukraine-Russia national following explosion at hotel,YouTube,7 hours ago,2024-06-06 00:29:33.221016,Anti-terrorism authorities are investigating after the arrest of a 26-year-old man of Ukrainian and Russian descent who was hurt in an explosion at a hotel...,https://www.youtube.com/watch%3Fv%3DntGAvaJngdE&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgEEAI&usg=AOvVaw2owr6lUL3xrrib4U4Rn4Mi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine has used US weapons to hit inside Russia: Western official,Times of India,7 hours ago,2024-06-06 00:29:33.238543,"US News: Ukraine has recently used US-supplied weapons to carry out strikes inside Russia, according to a well-informed Western official.",https://timesofindia.indiatimes.com/world/us/ukraine-has-used-us-weapons-to-hit-inside-russia-western-official/articleshow/110751731.cms&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgIEAI&usg=AOvVaw1Q-g6-3sn69xUlc_QPXm8r,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Tommy Tuberville Tries to Argue Putin Has No Interest in Ukraine,The Daily Beast,7 hours ago,2024-06-06 00:29:33.254886,"He doesn't want Ukraine,” Tuberville claimed. “Hell, he's got enough land of his own.",https://www.thedailybeast.com/tommy-tuberville-tries-to-argue-putin-has-no-interest-in-ukraine&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgHEAI&usg=AOvVaw1RIGEeKj1c84qXZZbYUgdn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia Could Use Nuclear Weapons If...: Putin Warns West,NDTV,8 hours ago,2024-06-05 23:29:33.272022,"President Vladimir Putin, asked about the risks of nuclear war over Ukraine, cautioned the West on Wednesday that Russia could use all available means to...",https://www.ndtv.com/world-news/russia-president-vladimir-putin-warns-of-nuclear-attack-amid-ukraine-war-5827879&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgDEAI&usg=AOvVaw0KvhlkJDRRzrbEJRusXDd8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine war looms over Biden's D-Day trip to France,YouTube,8 hours ago,2024-06-05 23:29:33.288036,"President Biden is in France marking the 80th anniversary of D-Day as the wars in Ukraine and Gaza rage on. Susan Glasser, staff writer at The New Yorker,...",https://www.youtube.com/watch%3Fv%3DCQ8dPYJDzBE&ved=2ahUKEwjg5qWnusaGAxU458kDHZHeIwM4FBDF9AF6BAgBEAI&usg=AOvVaw2O8SeXbG_BA3pa2kySxaC2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:33.724776,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIARAC&usg=AOvVaw3gI8yhBskMBtt9Ud_ZXOmx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:33.738995,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQICRAC&usg=AOvVaw1jTaeE2h2VWQ8JQ_rkXc5S,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:33.753166,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQICBAC&usg=AOvVaw2uKqF6SZ9TtmqVnPA-uY9v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:33.767684,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIBRAC&usg=AOvVaw3i3pcngNgJTiavNKAZzPcR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:33.781941,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIBBAC&usg=AOvVaw0M8FJapHFB6X-_9O7hXRHy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:33.796049,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIAxAC&usg=AOvVaw1FX0OPt9YzfTxlQmVEiJlA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:33.810915,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIBhAC&usg=AOvVaw3gtw-_fIp1x9uO9rJ0wf5U,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:33.826194,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIABAC&usg=AOvVaw0cxUL4R_Q4flZ0cx2EQQ6g,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:33.843419,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIAhAC&usg=AOvVaw1pM0erwGTGegMIGbGI0q3T,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:33.867777,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwil0M-nusaGAxUE4MkDHUJvLS0QxfQBegQIBxAC&usg=AOvVaw1fXqD9V-NCs0iK7mB2bDvc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns Russia could provide weapons for others to strike West,BBC,8 hours ago,2024-06-05 23:29:34.269585,The Russian president has been criticising the West's delivery of long-range weapons to Ukraine.,https://www.bbc.com/news/articles/cn44r9zjnpjo&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgCEAI&usg=AOvVaw2VEFw35BSk5H2nSCAGMnOR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns West over Ukraine armaments, nuclear arsenal in news conference",Al Jazeera,8 hours ago,2024-06-05 23:29:34.286014,Russia's president reiterated that attacking NATO countries was a 'crazy' idea but warned against Ukraine interference.,https://www.aljazeera.com/news/2024/6/5/putin-warns-west-over-ukraine-armaments-nuclear-arsenal-in-news-conference&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgJEAI&usg=AOvVaw1i4whgq-Ko_TgtinwrcFxv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Russian warships headed to Caribbean for drills as tensions rise over Ukraine, US officials say",Yahoo,8 hours ago,2024-06-05 23:29:34.303641,"The U.S. has been tracking Russian warships and aircraft that are expected to arrive in the Caribbean for a military exercise in the coming weeks,...",https://www.yahoo.com/news/russian-warships-headed-caribbean-drills-230025538.html&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgDEAI&usg=AOvVaw1ET781TpHh_Pz0dtiT3YXC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Moscow Could Target Countries Supplying Weapons to Ukraine, Putin Says",The New York Times,9 hours ago,2024-06-05 22:29:34.319282,President Vladimir V. Putin of Russia warned on Wednesday that Western nations supplying Ukraine with long-range missiles and allowing them to be used to...,https://www.nytimes.com/2024/06/05/us/putin-russia-ukraine-germany.html&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgIEAI&usg=AOvVaw2UPAalpfJhdEoTYqjFP9qB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine strikes into Russia with US weapons for first time,The Hill,9 hours ago,2024-06-05 22:29:34.334168,Ukrainian parliament member Yehor Cherniev confirmed that U.S.-made High Mobility Artillery Rocket Systems (HIMARS) have hit Russian logistics and artillery...,https://thehill.com/newsletters/defense-national-security/4706463-ukraine-strikes-into-russia-with-us-weapons-for-first-time/&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgEEAI&usg=AOvVaw3J9bX9WPq4ERUmdauaG8ZH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukrainian-Russian citizen arrested after explosion at hotel in France,NBC News,9 hours ago,2024-06-05 22:29:34.350658,"A dual Ukrainian-Russian citizen was arrested after he suffered “significant burns following an explosion” at a hotel in Val d'Oise, France, on Monday...",https://www.nbcnews.com/news/world/ukrainian-russian-citizen-arrested-explosion-hotel-france-rcna155731&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgAEAI&usg=AOvVaw0XUtxvo4ziXdD6bJm_4IpZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian Twitch streamer sentenced to more than 5 years in prison for criticizing the invasion of Ukraine,PC Gamer,9 hours ago,2024-06-05 22:29:34.368809,"Anna Bazhutova, known on Twitch as Yokobovich, was arrested in 2023 after streaming witness accounts of Russian massacres in Bucha.",https://www.pcgamer.com/gaming-industry/russian-twitch-streamer-sentenced-to-more-than-5-years-in-prison-for-criticizing-the-invasion-of-ukraine/&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgBEAI&usg=AOvVaw2oZpQ66GKe3t8hJMEhM8Nv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia's biggest energy company says it'll take it at least 10 years to recover gas sales lost because of the Ukraine war,Yahoo Finance,9 hours ago,2024-06-05 22:29:34.385284,Russia's gas giant Gazprom won't recover gas sales lost to the Ukraine war for at least a decade. A study seen by the Financial Times says pre-war export...,https://finance.yahoo.com/news/russias-biggest-energy-company-says-222023328.html&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgGEAI&usg=AOvVaw0ifRLdJFOkuNUTbIv6LCTP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-Russia war latest: French instructors in Ukraine would be 'legitimate target', Lavrov says on visit to West Africa",Sky News,9 hours ago,2024-06-05 22:29:34.399528,"Sergei Lavrov, the Russian foreign minister, is on a tour in West Africa as part of a diplomatic push by the isolated Kremlin to forge new ties around the...",https://news.sky.com/story/russia-ukraine-war-latest-putin-sky-news-live-blog-12541713&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgFEAI&usg=AOvVaw1JQYFtVilaxPq0Kw-l4y10,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine Breaking News Today Live on 06-06-2024,Kyiv Post,9 hours ago,2024-06-05 22:29:34.416238,"Stay on top of Russia-Ukraine war 06-06-2024 developments on the ground with KyivPost fact-based news, exclusive video footage, photos and updated war maps.",https://www.kyivpost.com/thread/33836&ved=2ahUKEwj24vKnusaGAxWW6ckDHbviJ1E4HhDF9AF6BAgHEAI&usg=AOvVaw2Sru7VGebjssGUaENzrkK0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:34.756353,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQIABAC&usg=AOvVaw0DltLs8k4R59rZup8B0GFt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:34.771316,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQICRAC&usg=AOvVaw2FoI7NOvPtWu1yru7J6P2A,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:34.785701,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQIAhAC&usg=AOvVaw3kaoFFf5zGOD_zjTzKavk7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:34.800418,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQICBAC&usg=AOvVaw09bk3ivHgsELJevroPpOif,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:34.814811,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQIARAC&usg=AOvVaw2jP4Dq0a5GFqjGiDfFd50N,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:34.829251,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwiz6JCousaGAxXQGtAFHS5BJIMQxfQBegQIBBAC&usg=AOvVaw3W84Dbg1WkGKglz7x1ijxG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
